Frame,Nose_X,Nose_Y,Nose_Score,LEye_X,LEye_Y,LEye_Score,REye_X,REye_Y,REye_Score,LEar_X,LEar_Y,LEar_Score,REar_X,REar_Y,REar_Score,LShoulder_X,LShoulder_Y,LShoulder_Score,RShoulder_X,RShoulder_Y,RShoulder_Score,LElbow_X,LElbow_Y,LElbow_Score,RElbow_X,RElbow_Y,RElbow_Score,LWrist_X,LWrist_Y,LWrist_Score,RWrist_X,RWrist_Y,RWrist_Score,LHip_X,LHip_Y,LHip_Score,RHip_X,RHip_Y,RHip_Score,LKnee_X,LKnee_Y,LKnee_Score,RKnee_X,RKnee_Y,RKnee_Score,LAnkle_X,LAnkle_Y,LAnkle_Score,RAnkle_X,RAnkle_Y,RAnkle_Score,Head_X,Head_Y,Head_Score,Neck_X,Neck_Y,Neck_Score,Hip_X,Hip_Y,Hip_Score,LBigToe_X,LBigToe_Y,LBigToe_Score,RBigToe_X,RBigToe_Y,RBigToe_Score,LSmallToe_X,LSmallToe_Y,LSmallToe_Score,RSmallToe_X,RSmallToe_Y,RSmallToe_Score,LHeel_X,LHeel_Y,LHeel_Score,RHeel_X,RHeel_Y,RHeel_Score,RKnee,LKnee,RElbow,LElbow,RAnkle,LAnkle,Neck,Hip,TL_X,TL_Y,BR_X,BR_Y
72.0,1208.96,457.7,0.8709,1210.69,455.97,0.8864,1205.5,455.97,0.9004,1212.41,461.15,0.873,1200.32,461.15,1.0098,1219.33,476.7,0.9073,1196.86,476.7,0.9307,1222.78,493.99,0.8347,1181.31,481.89,0.9066,1224.51,511.27,0.8372,1184.76,469.79,0.8751,1214.14,516.45,0.8758,1200.32,516.45,0.8991,1214.14,544.1,0.97,1200.32,544.1,0.9226,1214.14,570.02,0.9181,1200.32,571.75,0.9229,1207.23,452.51,0.8809,1207.23,469.79,0.9418,1207.23,514.72,0.9492,1221.05,576.93,0.8252,1203.77,576.93,0.9702,1222.78,575.2,0.8761,1200.32,576.93,0.9022,1212.41,573.48,0.9199,1198.59,573.48,0.8899,0.0,0.0,124.38,5.6,33.69,45.0,0.0,28.07,1179.72,452.68,1229.56,585.4
73.0,1207.33,456.91,0.8674,1210.8,456.91,0.8826,1205.59,455.17,0.9109,1212.54,460.39,0.8698,1200.37,460.39,0.9908,1217.76,477.77,0.9344,1196.9,476.03,0.9327,1222.97,496.89,0.8297,1181.25,481.25,0.8745,1224.71,512.54,0.8697,1184.73,469.08,0.8687,1214.28,516.01,0.8648,1200.37,516.01,0.8798,1214.28,543.82,0.9401,1200.37,543.82,0.9124,1214.28,569.9,0.9098,1200.37,571.64,0.9102,1207.33,451.7,0.8872,1207.33,469.08,0.9590000000000001,1207.33,516.01,0.9428,1221.23,576.85,0.8234,1203.85,576.85,0.9640000000000001,1221.23,575.11,0.8698,1200.37,576.85,0.9089,1210.8,573.37,0.9167,1198.63,575.11,0.8867,0.0,0.0,124.38,8.92,33.69,45.0,0.0,0.0,1179.57,451.87,1229.87,585.37
74.0,1208.74,457.26,0.8457,1210.47,455.52,0.8866,1207.0,455.52,0.8869,1212.21,460.74,0.8684,1201.79,460.74,0.9917,1219.16,476.37,0.9249,1196.58,476.37,0.9418,1222.64,495.48,0.8499,1180.94,481.58,0.8694,1224.37,511.12,0.8565,1184.42,469.42,0.7882,1215.69,516.33,0.8765,1200.05,516.33,0.8946,1215.69,544.13,0.9575,1201.79,544.13,0.9218,1213.95,570.18,0.9063,1200.05,571.92,0.9222,1207.0,452.05,0.8837,1207.0,469.42,0.9476,1207.0,514.59,0.9523,1220.9,577.13,0.8269,1203.53,577.13,0.9578,1222.64,575.4,0.8733,1200.05,577.13,0.8957,1212.21,573.66,0.9075,1198.31,573.66,0.893,7.15,3.81,124.38,3.96,37.27,48.81,0.0,25.35,1179.33,452.22,1229.46,585.65
75.0,1208.87,457.2,0.8759999999999999,1208.87,455.47,0.8845,1205.4,455.47,0.9111,1212.34,460.67,0.8764,1200.2,460.67,0.9825,1217.55,476.28,0.9266,1196.73,476.28,0.9447,1222.75,495.36,0.8498,1181.12,481.49,0.8708,1224.48,510.97,0.8645,1184.59,469.34,0.8439,1214.08,516.18,0.8687,1200.2,516.18,0.8835,1214.08,543.93,0.9371,1200.2,543.93,0.9219,1214.08,569.95,0.9055,1200.2,571.68,0.9159999999999999,1207.14,452.0,0.8663,1207.14,469.34,0.9499,1207.14,516.18,0.9442,1221.02,576.89,0.8075,1203.67,576.89,0.9553,1222.75,575.15,0.8491,1200.2,576.89,0.8905,1210.61,573.42,0.8998,1198.47,575.15,0.8821,0.0,0.0,124.38,8.92,33.69,45.0,0.0,0.0,1179.52,452.17,1229.55,585.39
76.0,1209.11,459.11,0.8482,1210.84,457.38,0.8679,1205.66,457.38,0.8831,1212.57,460.84,0.8855,1200.48,460.84,0.983,1217.75,476.38,0.9329,1197.02,476.38,0.9308,1222.93,495.38,0.8601,1179.75,481.57,0.8704,1224.66,510.93,0.8584,1184.93,469.47,0.8674,1214.29,516.11,0.8649,1200.48,516.11,0.8855,1214.29,543.75,0.9359,1200.48,543.75,0.9181,1214.29,569.66,0.9035,1200.48,571.38,0.9151,1207.38,452.2,0.8712,1207.38,469.47,0.9434,1207.38,516.11,0.9440000000000001,1219.48,576.57,0.8074,1203.93,576.57,0.94,1221.2,574.84,0.853,1200.48,576.57,0.8918,1210.84,573.11,0.8977,1198.75,574.84,0.8789,0.0,0.0,129.9,8.91,33.69,36.87,0.0,0.0,1179.39,452.37,1230.19,585.03
77.0,1207.75,456.94,0.882,1209.49,455.2,0.8901,1206.01,455.2,0.9188,1212.97,460.42,0.8842,1200.79,460.42,1.0014,1218.19,476.07,0.9335,1195.57,476.07,0.9169,1223.41,495.21,0.8474,1181.66,481.29,0.883,1225.14,510.86,0.8704,1185.14,469.12,0.8381,1214.71,516.08,0.8649,1200.79,516.08,0.8872,1214.71,543.91,0.9463,1200.79,543.91,0.9094,1214.71,570.0,0.8916,1200.79,571.74,0.9078,1207.75,451.72,0.8845,1207.75,469.12,0.9464,1207.75,514.34,0.9418,1219.93,576.96,0.8140000000000001,1204.27,576.96,0.9512,1221.67,575.22,0.8739,1200.79,576.96,0.9077,1211.23,573.48,0.8987,1199.05,573.48,0.8908,0.0,0.0,126.5,8.92,33.69,36.87,0.0,28.07,1179.31,451.9,1230.97,585.48
78.0,1209.55,457.16,0.8877,1211.29,457.16,0.8998,1206.07,455.42,0.9179999999999999,1213.03,460.64,0.8789,1200.85,460.64,0.9986,1218.26,476.32,0.9209,1197.36,476.32,0.8977,1223.48,495.47,0.8441,1181.69,479.8,0.7979,1225.22,511.14,0.8567,1185.17,467.61,0.8086,1214.78,516.36,0.8533,1200.85,516.36,0.878,1214.78,544.23,0.9309999999999999,1200.85,544.23,0.9158,1214.78,570.34,0.8807,1199.1,572.09,0.9081,1207.81,451.94,0.8764,1207.81,469.35,0.9234,1207.81,514.62,0.9297,1220.0,575.57,0.8078,1204.33,577.31,0.9183,1221.74,573.83,0.8569,1200.85,577.31,0.8759999999999999,1211.29,573.83,0.8799,1199.1,573.83,0.8803,3.58,0.0,118.47,8.91,48.58,45.0,0.0,28.07,1179.4,452.11,1231.0,585.84
79.0,1207.83,458.48,0.878,1209.57,456.74,0.8952,1204.34,456.74,0.9283,1213.06,460.23,0.8894,1200.85,460.23,0.9767,1218.29,477.66,0.9242,1197.37,475.92,0.9158,1221.78,496.84,0.8578,1183.42,481.15,0.5525,1225.26,510.79,0.8751,1186.91,467.2,0.6928,1214.8,516.02,0.8503,1200.85,516.02,0.8784,1214.8,543.91,0.929,1200.85,543.91,0.9214,1214.8,570.07,0.8828,1200.85,571.81,0.9149,1207.83,451.51,0.8804,1206.09,468.94,0.927,1207.83,516.02,0.9287,1220.03,575.3,0.8023,1204.34,577.04,0.9415,1221.78,575.3,0.8572,1200.85,577.04,0.8937,1211.32,573.55,0.8908,1199.11,575.3,0.8784,0.0,0.0,124.59,3.73,33.69,45.0,7.83,0.0,1179.41,451.68,1231.01,585.58
80.0,1209.85,457.71,0.8859999999999999,1211.61,457.71,0.8867,1208.08,455.94,0.8637,1213.37,461.23,0.9025,1201.04,459.47,0.9756,1218.65,477.09,0.9187,1197.51,475.32,0.9285,1222.18,496.46,0.8537,1183.42,480.61,0.7567,1223.94,512.32,0.846,1186.94,468.28,0.8141,1215.13,515.84,0.857,1201.04,515.84,0.8852,1215.13,544.03,0.8997,1201.04,544.03,0.9119,1213.37,570.46,0.8894,1199.28,572.22,0.9072,1208.08,452.42,0.9114,1208.08,470.04,0.9470000000000001,1208.08,515.84,0.9396,1220.42,575.74,0.8339,1202.8,577.5,0.925,1220.42,575.74,0.8749,1199.28,577.5,0.8938,1211.61,573.98,0.9088,1199.28,573.98,0.8747,3.58,3.81,126.5,3.96,37.27,56.94,0.0,0.0,1180.3,450.84,1230.59,586.13
81.0,1211.89,457.85,0.8699,1211.89,457.85,0.8684,1208.37,456.09,0.8835,1213.65,461.36,0.8859,1203.09,459.6,0.9841,1217.17,477.2,0.9053,1197.82,475.44,0.909,1222.45,496.55,0.8128,1183.74,480.72,0.7319,1224.21,510.63,0.8485,1187.26,468.4,0.8006,1215.41,515.91,0.8605,1201.33,515.91,0.8881,1215.41,544.06,0.8984,1201.33,544.06,0.9159,1213.65,570.45,0.8946,1199.58,570.45,0.8946,1208.37,452.57,0.9005,1206.61,470.16,0.9589,1208.37,514.15,0.9379,1218.93,575.73,0.8288,1204.85,577.49,0.9129,1220.69,573.97,0.8812,1201.33,577.49,0.8866,1211.89,573.97,0.9076,1199.58,573.97,0.8711,3.81,3.81,126.5,8.13,40.68,48.81,8.0,28.07,1180.5,450.98,1230.96,586.11
82.0,1211.81,457.92,0.8821,1211.81,457.92,0.885,1208.29,456.16,0.8978,1213.57,461.44,0.8854,1201.26,459.68,0.996,1217.09,477.27,0.9041,1197.74,475.51,0.9106,1222.37,496.63,0.8379,1183.66,482.55,0.7711,1225.89,512.47,0.8533,1187.18,468.47,0.8176,1215.33,515.99,0.8552,1201.26,515.99,0.8848,1215.33,544.15,0.8949,1201.26,544.15,0.9116,1213.57,570.54,0.899,1199.5,572.3,0.8951,1208.29,452.64,0.9057,1206.53,470.23,0.9573,1208.29,514.23,0.9382,1220.61,575.82,0.8285,1204.78,577.58,0.9186,1220.61,574.06,0.8721,1201.26,577.58,0.8933,1211.81,574.06,0.9093,1199.5,574.06,0.8735,3.58,3.81,130.6,2.73,48.58,56.94,8.0,28.07,1180.67,451.05,1230.64,586.21
83.0,1210.34,457.58,0.898,1212.11,457.58,0.903,1208.58,455.81,0.8875,1213.88,461.12,0.8954,1201.5,459.35,0.9845,1217.41,477.03,0.9149,1197.97,475.26,0.9276,1222.72,494.71,0.8391,1182.06,484.1,0.8153,1224.49,510.62,0.878,1185.59,469.96,0.8420000000000001,1215.65,515.92,0.8564,1199.74,515.92,0.8814,1213.88,544.21,0.8971,1201.5,544.21,0.8998,1213.88,570.73,0.8992,1199.74,570.73,0.8981,1208.58,452.28,0.8905,1206.81,469.96,0.9617,1208.58,514.16,0.9329999999999999,1220.95,576.03,0.8438,1203.27,577.8,0.9153,1220.95,574.26,0.8853,1199.74,577.8,0.8964,1212.11,574.26,0.8978,1199.74,574.26,0.87,7.39,3.58,133.09,10.36,30.38,53.13,8.0,25.35,1181.02,450.69,1230.83,586.46
84.0,1203.11,459.11,0.8867,1206.64,459.11,0.9018,1203.11,457.34,0.9383,1211.94,462.64,0.9319,1201.34,460.87,0.9359,1219.0,476.77,0.8922,1197.81,476.77,0.9425,1222.53,496.19,0.8414,1183.68,480.3,0.8745,1224.3,512.09,0.8427,1187.21,469.7,0.8716,1215.47,515.62,0.8398,1201.34,515.62,0.8744,1213.7,545.64,0.8993,1201.34,543.88,0.8977,1213.7,570.37,0.9074,1199.58,572.13,0.9014,1206.64,452.04,0.8739,1208.41,469.7,0.9139,1206.64,515.62,0.9295,1219.0,575.66,0.8339,1203.11,577.43,0.9104,1220.77,575.66,0.9108,1199.58,577.43,0.8923,1211.94,573.9,0.8986,1199.58,573.9,0.8734,3.58,3.37,122.47,3.96,37.27,45.0,7.91,0.0,1180.86,450.45,1230.65,586.08
85.0,1209.78,458.63,0.8507,1211.52,456.89,0.8744,1206.32,456.89,0.8876,1213.25,462.09,0.8794,1201.12,460.36,0.9812,1218.45,477.69,0.9284,1197.65,477.69,0.9481,1223.65,496.75,0.7992,1182.06,481.16,0.8898,1225.38,512.35,0.8449,1187.25,469.02,0.8465,1214.98,517.55,0.8467,1201.12,517.55,0.8711,1214.98,545.28,0.9129,1201.12,545.28,0.8903,1214.98,571.27,0.9261,1199.39,571.27,0.8966,1208.05,453.43,0.883,1208.05,470.76,0.9588,1208.05,515.82,0.9284,1220.18,576.47,0.8532,1202.85,576.47,0.9372,1221.92,576.47,0.8592,1199.39,576.47,0.9183,1211.52,574.74,0.9179999999999999,1199.39,574.74,0.8734,3.81,0.0,125.73,8.91,37.5,45.0,0.0,28.07,1180.93,451.87,1229.97,584.97
86.0,1209.86,458.77,0.8420000000000001,1209.86,457.04,0.8733,1206.4,457.04,0.8839,1213.32,462.23,0.8727,1201.2,460.5,0.9803,1218.51,477.8,0.93,1197.74,476.07,0.9429,1223.7,496.84,0.8254,1182.17,483.0,0.8555,1225.43,510.68,0.8548,1187.36,469.15,0.8583,1215.05,515.87,0.8429,1201.2,515.87,0.8731,1213.32,545.28,0.9009999999999999,1201.2,545.28,0.8931,1215.05,569.51,0.9074,1199.47,572.97,0.8906,1208.13,453.58,0.8833,1208.13,470.88,0.958,1208.13,515.87,0.9339,1220.24,576.43,0.8503,1202.94,576.43,0.9246,1221.97,574.7,0.8669,1199.47,578.16,0.9109999999999999,1211.59,574.7,0.9082,1199.47,574.7,0.8668,3.58,7.45,134.52,8.13,48.58,32.78,0.0,0.0,1180.98,452.02,1230.08,584.91
87.0,1208.32,459.05,0.8187,1210.05,457.33,0.8499,1206.59,457.33,0.8639,1213.5,460.78,0.8608,1203.14,460.78,0.9616,1218.68,476.33,0.9427,1197.96,476.33,0.9286,1223.87,497.05,0.8495,1184.14,481.51,0.7147,1225.59,510.87,0.8587,1187.59,469.42,0.7688,1215.23,516.05,0.8433,1201.41,516.05,0.8759,1213.5,545.41,0.9155,1201.41,545.41,0.8962,1215.23,569.59,0.8997,1199.68,571.32,0.8857,1208.32,452.14,0.8759,1208.32,469.42,0.9418,1208.32,516.05,0.9204,1220.41,576.5,0.8483,1203.14,576.5,0.9219,1222.14,574.78,0.8728,1199.68,576.5,0.9018,1211.78,574.78,0.8951,1199.68,574.78,0.8609,3.81,7.45,126.5,6.91,37.5,32.78,0.0,0.0,1180.85,452.32,1230.61,584.97
88.0,1208.38,458.91,0.8394,1210.11,457.18,0.872,1206.65,457.18,0.8847,1213.57,462.36,0.8658,1201.47,460.63,0.9773,1218.76,476.2,0.9403,1198.01,477.93,0.9328,1223.95,496.95,0.8378,1184.17,483.12,0.7625,1225.68,512.51,0.8557,1187.63,469.28,0.8108,1215.3,515.97,0.8376,1201.47,515.97,0.868,1213.57,545.37,0.9093,1201.47,545.37,0.8937,1215.3,569.58,0.8953,1199.74,571.31,0.8868,1208.38,451.99,0.8837,1208.38,471.01,0.9494,1208.38,515.97,0.9189,1220.49,576.5,0.8473,1203.2,576.5,0.9232,1222.22,574.77,0.8721,1199.74,576.5,0.9079,1211.84,574.77,0.8904,1199.74,574.77,0.8621,3.81,7.45,124.59,7.7,37.5,32.78,0.0,0.0,1180.71,452.16,1230.87,584.97
89.0,1208.05,458.4,0.8622,1209.79,456.66,0.8884,1206.31,456.66,0.9055,1213.27,461.88,0.8845,1201.1,460.14,0.9627,1218.49,477.54,0.9233,1197.62,477.54,0.9469,1223.71,494.94,0.7932,1183.7,484.5,0.8442,1225.45,510.59,0.8588,1187.18,470.58,0.8807,1215.01,517.55,0.8526,1201.1,517.55,0.8788,1215.01,545.39,0.9256,1201.1,545.39,0.9011,1215.01,571.48,0.9287,1199.36,573.22,0.9058,1208.05,451.44,0.8896,1208.05,470.58,0.9509,1208.05,515.81,0.9314,1218.49,576.7,0.8517,1202.84,576.7,0.9222,1221.97,574.96,0.8654,1199.36,576.7,0.9037,1211.53,574.96,0.915,1199.36,574.96,0.8759,3.58,0.0,130.6,10.36,48.58,33.69,0.0,28.07,1180.75,451.62,1230.14,585.22
90.0,1208.01,458.53,0.8575,1211.48,456.8,0.8743,1206.28,456.8,0.8845,1213.21,462.0,0.8849,1201.08,460.27,0.9644,1220.14,477.6,0.9209999999999999,1197.61,477.6,0.9490000000000001,1223.61,496.67,0.758,1183.74,484.53,0.8425,1225.34,512.26,0.8540000000000001,1187.21,470.67,0.8637,1214.94,517.46,0.8746,1201.08,517.46,0.8867,1214.94,545.2,0.9363,1201.08,545.2,0.9009,1214.94,571.2,0.9264,1199.34,572.93,0.9254,1209.74,451.6,0.8954,1208.01,470.67,0.9527,1208.01,515.73,0.9254,1220.14,576.4,0.8573,1202.81,578.13,0.9258,1221.87,576.4,0.8733,1199.34,578.13,0.8998,1211.48,574.66,0.9055,1199.34,574.66,0.8764,3.58,0.0,130.6,3.96,37.27,45.0,5.19,28.07,1180.45,451.77,1230.37,584.89
91.0,1208.12,456.65,0.836,1209.85,456.65,0.8757,1206.39,456.65,0.8894,1213.32,461.85,0.879,1202.92,460.11,0.9525,1218.52,477.44,0.9185,1197.72,477.44,0.9464,1223.72,496.51,0.7812,1182.12,484.38,0.8858,1225.45,512.11,0.8516,1187.32,470.51,0.8694,1215.05,517.31,0.8799,1201.19,517.31,0.8873,1215.05,546.77,0.9392,1201.19,545.04,0.9039,1215.05,571.03,0.9288,1199.46,572.77,0.9292,1208.12,451.45,0.872,1208.12,470.51,0.9488,1208.12,515.57,0.9274,1220.25,576.23,0.8638,1202.92,577.96,0.9378,1221.99,576.23,0.8931,1199.46,577.96,0.912,1211.59,574.5,0.91,1199.46,574.5,0.8781,3.58,0.0,134.52,8.91,37.27,45.0,0.0,28.07,1180.99,451.62,1230.05,584.72
92.0,1207.79,457.13,0.8488,1209.52,455.4,0.8718,1206.07,455.4,0.8855,1212.97,462.31,0.8699,1200.88,460.59,0.9665,1219.88,477.85,0.9207,1197.43,477.85,0.9367,1225.06,496.85,0.8024,1183.62,484.76,0.7863,1225.06,512.39,0.8612,1187.07,469.22,0.8259,1214.7,517.57,0.8675,1200.88,517.57,0.8685,1214.7,545.2,0.9466,1200.88,545.2,0.9033,1214.7,571.1,0.9171,1199.16,572.83,0.9295,1209.52,451.95,0.8694,1207.79,470.95,0.9439,1207.79,515.84,0.9209,1219.88,578.01,0.8521,1204.34,578.01,0.9182,1221.61,576.28,0.8952,1199.16,578.01,0.8956,1212.97,574.55,0.8904,1199.16,574.55,0.8644,3.58,0.0,129.09,15.26,48.58,36.87,5.19,28.07,1180.02,452.12,1230.38,584.74
93.0,1209.5,458.73,0.8597,1211.23,457.0,0.8871,1207.77,455.27,0.8787,1214.69,462.19,0.8727,1200.84,460.46,0.9679,1219.88,477.77,0.9252,1197.38,477.77,0.9518,1225.08,496.81,0.7886,1183.53,482.96,0.8304,1225.08,512.39,0.8596,1186.99,470.85,0.8483,1214.69,517.58,0.8732,1200.84,517.58,0.8725,1214.69,545.28,0.9481,1200.84,545.28,0.899,1214.69,571.24,0.9227,1199.11,572.97,0.9232,1209.5,451.81,0.8862,1207.77,470.85,0.9552,1207.77,515.85,0.9188,1219.88,578.16,0.8639,1204.3,578.16,0.9201,1221.61,576.43,0.9041,1199.11,578.16,0.8969,1212.96,574.7,0.8911,1199.11,574.7,0.8688,3.58,0.0,126.5,15.26,48.58,36.87,5.19,28.07,1179.58,451.98,1230.76,584.92
94.0,1211.42,458.86,0.8606,1211.42,457.14,0.9063,1207.98,455.42,0.9028,1214.87,462.31,0.8467,1201.09,460.58,0.9857,1218.31,476.09,0.9241,1197.64,477.81,0.946,1225.2,496.76,0.7721,1182.14,482.98,0.857,1225.2,512.26,0.8593,1187.31,470.92,0.836,1214.87,517.43,0.867,1201.09,517.43,0.8671,1214.87,544.99,0.9378,1201.09,544.99,0.899,1214.87,570.83,0.9166,1199.37,572.55,0.9259999999999999,1207.98,451.97,0.8656,1207.98,470.92,0.9576,1207.98,515.71,0.9224,1220.04,577.72,0.8601,1202.81,577.72,0.9225,1221.76,576.0,0.9102,1199.37,577.72,0.9032,1213.15,574.27,0.8989,1199.37,574.27,0.8694,3.58,0.0,131.63,18.43,37.27,36.87,0.0,28.07,1180.02,452.14,1230.77,584.44
95.0,1207.8,458.73,0.8631,1209.49,457.04,0.8755,1206.1,457.04,0.8829,1212.88,462.12,0.8765,1201.02,460.43,0.9996,1219.66,477.37,0.8851,1197.63,477.37,0.9279,1223.04,494.31,0.7073,1182.39,482.45,0.9139,1226.43,512.94,0.7537,1185.78,470.59,0.8573,1214.57,516.33,0.8420000000000001,1201.02,516.33,0.8668,1214.57,545.12,0.9442,1201.02,545.12,0.9002,1216.27,570.53,0.8971,1199.33,572.23,0.9169,1207.8,451.96,0.88,1207.8,470.59,0.9199,1207.8,514.63,0.9385,1219.66,577.31,0.8586,1204.41,577.31,0.9109999999999999,1221.35,575.61,0.9053,1199.33,577.31,0.897,1212.88,573.92,0.8913,1199.33,575.61,0.8471,3.58,3.81,124.38,1.0,48.58,22.75,0.0,28.07,1180.29,453.82,1230.23,583.91
96.0,1209.55,459.68,0.8877,1211.21,458.01,0.8946,1206.21,456.35,0.8714,1212.88,461.35,0.8822,1201.21,461.35,0.9708,1217.89,476.36,0.9105,1197.87,478.03,0.9074,1222.89,494.71,0.7499,1182.86,481.37,0.9147,1226.23,513.06,0.7866,1186.19,471.36,0.868,1214.55,516.39,0.8462,1201.21,516.39,0.8605,1214.55,544.75,0.9387,1201.21,544.75,0.8956,1216.22,571.43,0.8945,1199.54,573.1,0.9177,1207.88,453.01,0.8827,1207.88,471.36,0.9186,1207.88,514.72,0.9401,1219.55,576.44,0.8494,1204.54,578.11,0.9025,1221.22,574.77,0.9099,1199.54,578.11,0.8879,1212.88,574.77,0.8806,1199.54,574.77,0.8764,3.37,3.58,120.96,4.95,48.37,30.11,0.0,28.07,1180.35,454.85,1230.4,582.94
97.0,1209.97,457.87,0.8718,1209.97,456.16,0.8891,1206.56,456.16,0.9164,1213.37,461.27,0.8716,1201.46,461.27,0.9945,1218.48,476.59,0.9142,1196.35,478.29,0.9097,1223.58,497.01,0.8203,1182.74,481.69,0.8922,1225.29,512.33,0.8511,1186.14,469.78,0.8651,1215.07,517.44,0.8495,1201.46,517.44,0.857,1215.07,546.37,0.9256,1201.46,546.37,0.8809,1215.07,571.9,0.8988,1199.76,573.6,0.9227,1208.27,452.76,0.8575,1208.27,469.78,0.9301,1208.27,515.73,0.9258,1220.18,577.0,0.852,1203.16,577.0,0.8986,1221.88,575.3,0.9053,1199.76,578.71,0.8871,1213.37,575.3,0.8902,1199.76,575.3,0.8836,3.58,0.0,119.98,7.7,48.58,45.0,0.0,28.07,1180.64,452.93,1230.79,583.64
98.0,1210.03,457.7,0.8816,1211.75,455.99,0.8983,1206.61,455.99,0.9071,1213.46,461.13,0.8642,1201.47,461.13,0.9945,1218.6,476.54,0.9114,1196.33,476.54,0.9124,1223.74,495.39,0.8212,1182.63,481.68,0.8965,1225.45,512.51,0.8479,1186.05,469.69,0.8667,1215.17,515.94,0.8447,1201.47,515.94,0.8653,1215.17,545.06,0.9303,1201.47,545.06,0.8825,1215.17,570.75,0.9011,1199.76,572.46,0.9215,1206.61,452.56,0.851,1206.61,469.69,0.9377,1208.32,515.94,0.9359,1220.31,577.6,0.857,1203.18,577.6,0.8905,1222.02,575.89,0.8913,1199.76,577.6,0.882,1213.46,574.18,0.89,1199.76,575.89,0.8656,3.58,0.0,126.5,9.54,37.27,36.87,2.12,0.0,1181.12,452.74,1230.38,584.28
99.0,1204.41,459.32,0.8847,1207.74,457.65,0.8809,1202.74,457.65,0.941,1212.74,462.65,0.9189,1201.08,460.99,0.945,1217.74,475.98,0.8995,1196.08,477.65,0.8887,1222.74,495.98,0.7289,1181.08,482.65,0.9026,1224.41,510.98,0.7667,1184.41,470.98,0.8889,1214.41,515.98,0.8276,1201.08,515.98,0.847,1214.41,545.97,0.9513,1201.08,545.97,0.8905,1216.07,570.97,0.8851,1199.41,572.63,0.9146,1207.74,452.65,0.9001,1207.74,470.98,0.9149,1207.74,515.98,0.9347,1219.41,575.97,0.8404,1204.41,577.63,0.9028,1222.74,575.97,0.9019,1199.41,577.63,0.8878,1214.41,574.3,0.8557,1201.08,574.3,0.8557,3.58,3.81,124.38,7.7,48.58,29.88,0.0,0.0,1179.73,454.49,1230.75,582.46
100.0,1207.22,458.36,0.8507,1208.89,456.69,0.8752,1205.54,456.69,0.8984,1212.25,461.71,0.8464,1200.51,461.71,0.9881,1217.27,476.8,0.8939,1195.48,478.48,0.8898,1222.3,496.91,0.6689,1178.72,485.18,0.8320000000000001,1223.98,510.32,0.75,1183.75,470.09,0.877,1215.6,517.03,0.8302,1200.51,517.03,0.8603,1213.92,545.52,0.9386,1200.51,545.52,0.8745,1217.27,570.66,0.8746,1200.51,574.01,0.9035,1207.22,453.33,0.852,1207.22,470.09,0.934,1207.22,515.35,0.915,1220.63,577.37,0.8033,1205.54,577.37,0.9197,1222.3,575.69,0.8657,1200.51,577.37,0.9041,1213.92,574.01,0.8932,1198.84,575.69,0.8773,0.0,10.96,130.24,6.91,56.31,18.97,0.0,25.35,1179.37,453.5,1230.04,582.23
101.0,1208.34,459.58,0.8682,1209.97,457.95,0.8971,1205.08,456.32,0.8892,1211.6,462.84,0.8904,1200.19,461.21,0.9620000000000001,1218.12,477.51,0.8979,1195.3,479.14,0.8838,1223.02,495.45,0.8079,1178.99,487.3,0.8476,1224.65,510.12,0.8125,1182.25,470.99,0.8803,1214.86,515.01,0.8377,1201.82,515.01,0.8022,1214.86,546.0,0.9092,1201.82,546.0,0.8714,1216.49,570.45,0.8928,1200.19,573.71,0.9006,1206.71,453.05,0.8569,1206.71,470.99,0.9462,1208.34,515.01,0.9061,1218.12,576.98,0.8508,1203.45,578.61,0.8344,1221.39,576.98,0.8739,1200.19,578.61,0.8499,1213.23,575.35,0.8831,1200.19,576.98,0.8529,3.37,3.81,127.87,8.92,37.06,10.22,2.12,0.0,1175.17,454.85,1230.1,580.07
102.0,1206.55,459.88,0.9019,1209.8,458.26,0.9152,1204.92,456.64,0.9048,1211.42,463.13,0.8962,1200.05,461.51,0.97,1217.92,477.75,0.8806,1195.18,479.38,0.8842,1222.8,495.63,0.7981,1178.93,487.5,0.8359,1222.8,510.25,0.7959,1183.81,472.88,0.8839,1214.67,516.75,0.8384,1200.05,516.75,0.8218,1214.67,545.99,0.9156,1200.05,545.99,0.8715,1216.3,571.98,0.8853,1200.05,573.61,0.8924,1206.55,451.76,0.8739,1206.55,471.26,0.9377,1208.17,515.12,0.9046,1219.55,576.86,0.8369,1203.3,578.48,0.8383,1221.17,576.86,0.8708,1200.05,578.48,0.8584,1213.05,575.23,0.8727,1200.05,576.86,0.8575,0.0,3.58,135.0,15.26,33.69,30.11,2.12,25.35,1175.21,455.17,1229.77,579.94
103.0,1203.69,459.28,0.8992,1206.99,457.63,0.9153,1202.04,457.63,0.9217,1210.29,462.58,0.8823,1198.73,460.93,0.9786,1216.89,477.44,0.8756,1195.43,477.44,0.9001,1221.84,497.24,0.8032,1178.93,480.74,0.9211,1223.49,512.1,0.8190000000000001,1182.23,470.84,0.8647,1215.24,515.4,0.8083,1200.39,515.4,0.8393,1215.24,545.1,0.8969,1200.39,545.1,0.8782,1216.89,571.51,0.9083,1198.73,573.16,0.9159999999999999,1206.99,452.68,0.8654,1205.34,470.84,0.9202,1206.99,515.4,0.9123,1218.54,576.46,0.8599,1203.69,578.11,0.8692,1221.84,576.46,0.8689,1198.73,578.11,0.8602,1213.59,574.81,0.8872,1200.39,576.46,0.8734,3.37,3.58,119.75,7.7,48.37,14.86,7.32,0.0,1176.62,454.5,1229.1,581.25
